date,hashtag,mentions,estimated_reach,sentiment_score,top_country
2024-10-17,#ai,66124,186881,0.64,Turkey
2025-02-21,#aiart,66706,349817,0.82,India
2024-06-01,#aiart,119873,655580,-0.59,France
2025-03-10,#sustainability,92791,232004,0.47,South Africa
2024-08-06,#machinelearning,55270,200399,-0.73,Italy
2025-05-11,#machinelearning,132129,215947,0.81,Canada
2025-05-09,#sustainability,63964,184875,-0.17,India
2024-12-06,#blockchain,180903,663562,-0.28,Mexico
2024-08-09,#blockchain,169817,660568,-0.7,South Africa
2025-03-21,#blockchain,4744,18777,0.03,Australia
2025-05-12,#machinelearning,102790,561957,0.1,Mexico
2024-10-16,#aiart,169755,570661,-0.51,Indonesia
2024-09-23,#sustainability,111300,385297,-0.4,South Africa
2025-02-06,#blockchain,68199,267920,0.07,Italy
2024-10-08,#aiart,19741,97675,-0.27,India
2024-11-16,#sustainability,181093,728266,-0.5,China
2025-02-01,#ai,70388,169135,-0.89,Usa
2025-02-02,#machinelearning,129839,595932,0.8,Japan
2025-03-28,#machinelearning,31604,122601,0.51,Spain
2025-05-17,#ai,179680,664009,-0.6,Uk
2024-11-17,#deeplearning,49589,120262,-0.54,Egypt
2025-02-16,#aiart,138860,228523,0.79,Spain
2025-02-13,#aiart,70475,195634,0.7,India
2024-07-27,#machinelearning,77245,246968,0.15,Uk
2024-07-13,#ai,83030,224843,0.27,India
2024-12-27,#ai,129382,487165,0.48,France
2024-07-31,#sustainability,122396,344506,-0.94,India
2024-06-16,#ai,44682,200828,-0.59,Canada
2024-11-23,#blockchain,32302,174433,0.73,Mexico
2024-07-01,#aiart,134156,281845,0.26,South Korea
2025-03-16,#blockchain,66748,215817,-0.96,Brazil
2025-02-15,#blockchain,135485,629637,0.79,Brazil
2024-07-21,#blockchain,80858,330738,1.0,Egypt
2024-06-24,#blockchain,48682,257049,0.14,Usa
2024-07-10,#deeplearning,32444,194438,-1.0,Nigeria
2024-10-13,#sustainability,150723,378740,0.13,Egypt
2025-03-24,#machinelearning,97841,148187,-0.63,South Korea
2025-02-28,#sustainability,34338,74177,-0.29,Usa
2025-03-14,#blockchain,123357,609396,0.32,Uk
2025-04-24,#ai,189741,801929,-0.28,China
2024-11-23,#machinelearning,38377,199168,-0.76,China
2025-02-10,#aiart,115602,594906,0.51,Germany
2024-10-14,#machinelearning,39846,196218,0.9,Germany
2024-10-08,#sustainability,119202,557588,0.89,India
2025-02-10,#machinelearning,82527,477842,0.86,France
2025-01-21,#sustainability,34490,54899,-0.44,Italy
2024-08-28,#machinelearning,5233,26872,0.87,Turkey
2024-10-27,#blockchain,163976,542463,0.96,Turkey
2024-11-18,#ai,178765,328909,0.5,Brazil
2024-07-26,#ai,157693,438786,0.16,Canada
2024-07-07,#deeplearning,121930,721289,-0.21,India
2025-01-05,#sustainability,148175,527105,0.75,France
2025-03-13,#machinelearning,30507,126666,-0.68,India
2025-05-07,#deeplearning,88317,367671,0.73,Turkey
2025-03-18,#aiart,84927,303678,-0.14,South Korea
2024-12-24,#sustainability,87937,255342,-0.62,Italy
2025-05-12,#sustainability,38580,151772,0.43,Canada
2024-09-25,#aiart,122644,658916,0.62,Usa
2025-04-26,#blockchain,185399,574432,-0.12,China
2024-12-24,#aiart,182331,1090238,0.18,Russia
2025-01-21,#deeplearning,42135,167854,-0.34,Russia
2024-06-09,#blockchain,25302,88143,-0.81,Nigeria
2024-11-01,#sustainability,173999,919034,0.27,Japan
2024-12-30,#machinelearning,38887,59734,0.49,Egypt
2024-12-07,#machinelearning,174842,580949,0.98,Spain
2024-05-28,#sustainability,52966,90481,0.2,Canada
2025-02-07,#blockchain,85528,309190,-0.77,Australia
2024-10-24,#aiart,72830,281424,0.4,Brazil
2024-10-07,#ai,76549,187660,0.55,Egypt
2024-12-09,#blockchain,193227,589329,0.87,South Korea
2024-08-13,#ai,117546,518468,0.0,Russia
2025-04-01,#ai,157039,681018,-0.46,Russia
2025-04-28,#aiart,183141,458697,0.89,Egypt
2024-12-06,#sustainability,137808,719153,0.74,Usa
2024-12-18,#blockchain,96306,198135,0.74,Egypt
2025-02-21,#sustainability,1126,6434,0.74,Germany
2025-01-07,#machinelearning,61916,289052,0.59,Turkey
2024-09-11,#sustainability,2851,16553,-0.5,South Africa
2025-01-24,#aiart,23863,117263,0.8,South Korea
2024-06-07,#sustainability,120862,400554,0.38,South Africa
2024-10-28,#sustainability,34865,100447,0.23,Russia
2025-02-09,#sustainability,126950,760570,0.62,Egypt
2025-05-04,#ai,75466,429261,0.12,Nigeria
2024-08-07,#deeplearning,182657,925179,-0.79,Italy
2024-06-10,#aiart,38535,203408,0.03,Indonesia
2025-01-19,#blockchain,158401,945736,0.71,Brazil
2024-08-17,#machinelearning,83263,359980,0.63,France
2024-06-28,#deeplearning,90388,275503,-0.18,Russia
2025-03-06,#blockchain,53371,254651,-0.43,China
2024-06-20,#sustainability,102028,418021,0.57,India
2024-12-14,#ai,108594,495514,-0.74,Italy
2024-10-08,#sustainability,41413,81341,0.63,Spain
2024-12-31,#blockchain,86779,207383,0.85,Germany
2024-06-15,#ai,186295,555550,0.24,Canada
2024-12-26,#aiart,195852,471564,-0.82,Usa
2024-10-21,#aiart,160500,286395,-0.39,India
2024-06-26,#machinelearning,32623,101921,0.45,Indonesia
2024-10-01,#machinelearning,68073,102471,0.5,Russia
2024-08-29,#sustainability,77042,317178,0.09,South Korea
2024-09-28,#sustainability,42565,216108,0.56,Russia
2025-01-21,#blockchain,18784,35586,-0.53,Japan
2024-12-08,#deeplearning,157271,311640,0.27,China
2025-01-16,#aiart,109357,492728,-0.88,China
2025-04-04,#machinelearning,130510,523481,0.07,Egypt
2024-08-04,#sustainability,90305,415289,0.29,South Africa
2025-05-08,#machinelearning,170231,431747,-0.23,Usa
2024-06-14,#deeplearning,124171,257864,-0.88,Nigeria
2025-01-16,#blockchain,62993,110520,0.19,Italy
2024-07-20,#blockchain,3063,12501,-0.34,Turkey
2024-11-09,#blockchain,193551,702841,0.27,Brazil
2025-04-13,#ai,133607,308606,-0.68,Germany
2025-03-28,#ai,148131,733884,1.0,Australia
2025-05-25,#deeplearning,112199,552090,0.9,Spain
2025-04-19,#ai,163343,970251,0.75,Turkey
2024-12-30,#machinelearning,187790,700406,-0.86,Germany
2025-04-15,#machinelearning,106630,634535,0.88,Japan
2024-08-31,#machinelearning,48856,112775,0.13,Uk
2025-02-22,#deeplearning,184972,657510,-0.49,Canada
2024-06-20,#ai,135049,541872,0.27,Usa
2024-05-30,#blockchain,3850,7454,-0.36,Turkey
2024-07-04,#aiart,77280,411423,0.72,Turkey
2025-03-02,#ai,131684,695633,0.51,Brazil
2024-11-08,#sustainability,59172,227464,-0.26,Italy
2025-03-21,#aiart,14459,48782,0.16,Japan
2024-12-05,#ai,160673,336470,-0.48,Spain
2025-05-16,#sustainability,24369,39395,-0.22,Egypt
2025-04-17,#sustainability,40020,107085,-0.04,Usa
2025-01-06,#blockchain,70172,307259,-0.17,Russia
2024-12-02,#ai,48214,283800,0.54,France
2024-10-08,#sustainability,8450,26798,0.44,Spain
2025-04-23,#machinelearning,198322,1099764,0.38,India
2025-05-04,#sustainability,186112,484679,-0.4,India
2024-10-29,#aiart,121756,270366,-0.82,Germany
2025-02-10,#ai,24649,134831,-0.37,South Africa
2024-06-05,#sustainability,43730,111429,0.37,Uk
2024-08-07,#machinelearning,42115,134799,0.8,South Korea
2025-03-14,#sustainability,198987,603974,0.37,Usa
2024-11-17,#blockchain,120349,196356,0.57,South Africa
2025-03-16,#ai,77994,319791,0.33,Italy
2025-04-02,#blockchain,55936,259910,0.06,Japan
2025-05-15,#sustainability,31925,152542,-0.18,China
2024-09-18,#aiart,7726,19284,-0.74,Nigeria
2025-03-19,#sustainability,18885,100539,0.0,Australia
2024-06-09,#blockchain,11148,19252,-0.99,South Africa
2025-01-16,#sustainability,25418,55978,0.73,Egypt
2025-03-31,#machinelearning,78633,150297,0.14,Russia
2025-03-14,#blockchain,165622,850310,-0.95,China
2024-09-16,#sustainability,50246,152484,-0.75,France
2025-04-26,#deeplearning,52378,294631,-0.06,Indonesia
2024-11-16,#sustainability,23317,90313,-0.12,Usa
2024-07-26,#deeplearning,33219,125147,0.63,Usa
2025-02-07,#machinelearning,7371,37460,0.22,Indonesia
2025-05-18,#aiart,122376,513881,-0.43,France
2024-08-29,#ai,145900,439591,0.34,South Korea
2024-10-30,#aiart,53682,118821,-0.3,Brazil
2024-06-20,#ai,21439,76854,-0.4,Mexico
2025-04-04,#sustainability,161370,381758,0.46,France
2024-06-29,#deeplearning,60795,329631,0.85,Japan
2025-04-12,#aiart,156556,758176,-0.04,India
2025-03-08,#aiart,154603,395814,0.99,China
2025-04-14,#sustainability,61541,320116,0.97,Egypt
2024-09-18,#sustainability,45235,255109,-0.44,Canada
2024-07-05,#blockchain,16616,68697,0.65,Turkey
2024-12-02,#aiart,148661,623826,0.51,Egypt
2024-06-25,#aiart,22734,114488,0.13,Usa
2024-09-05,#deeplearning,37716,112580,0.46,Japan
2024-07-13,#aiart,183930,467123,0.19,Australia
2025-05-01,#blockchain,27947,86076,-0.7,Egypt
2024-11-14,#machinelearning,62550,214395,-0.97,Brazil
2024-10-31,#aiart,117721,677491,0.67,China
2025-02-17,#deeplearning,140987,402063,0.61,Italy
2024-08-20,#ai,62673,356458,0.69,Russia
2024-11-23,#deeplearning,181679,312338,-0.33,Mexico
2024-10-14,#aiart,137617,516147,0.79,China
2024-11-19,#deeplearning,181602,546124,-0.91,Nigeria
2024-12-25,#machinelearning,133455,208520,0.42,Uk
2025-04-03,#deeplearning,4774,20683,-0.69,China
2024-09-02,#aiart,72662,339001,0.69,Russia
2024-10-02,#ai,121641,305106,-0.35,Indonesia
2024-09-02,#aiart,89012,313590,-0.44,Australia
2024-06-10,#blockchain,8461,21455,-0.5,Japan
2024-11-21,#sustainability,39288,177643,-0.01,India
2024-08-15,#aiart,157378,769609,0.26,South Africa
2024-08-20,#blockchain,9284,51473,0.12,Canada
2025-03-18,#machinelearning,199651,906862,0.39,Indonesia
2025-02-21,#aiart,22387,104938,0.88,Russia
2024-09-23,#ai,47701,83649,-0.5,South Korea
2025-03-20,#deeplearning,62385,224485,-0.23,China
2024-06-18,#blockchain,33127,122985,0.62,China
2024-08-17,#blockchain,191851,643686,-0.16,Russia
2024-08-01,#sustainability,185558,1058084,0.14,Egypt
2025-04-22,#ai,102224,273175,-0.47,Japan
2024-12-08,#sustainability,142531,515527,0.94,Japan
2024-09-22,#sustainability,55737,238579,-0.86,Usa
2025-01-26,#ai,4347,8391,-0.81,Canada
2024-08-02,#aiart,164240,953103,0.81,Nigeria
2025-02-06,#machinelearning,156426,873970,-0.82,Germany
2025-03-19,#sustainability,179161,322782,0.67,Egypt
2025-05-03,#aiart,111038,331748,-0.25,South Africa
2025-01-15,#ai,42773,248412,-0.29,Italy
2024-08-09,#machinelearning,58812,335902,-0.2,Mexico
2024-11-03,#ai,125029,651902,0.73,India
2024-09-02,#deeplearning,114580,389598,0.75,Brazil
2024-09-02,#sustainability,98517,536872,-0.58,Usa
2025-02-22,#machinelearning,126775,450580,-0.19,Italy
2024-10-27,#ai,49433,223035,-0.23,Usa
2024-06-25,#deeplearning,27254,141863,-0.14,Japan
2024-10-25,#sustainability,33940,148069,-0.05,Spain
2024-12-28,#aiart,2921,7248,0.21,Uk
2024-12-23,#blockchain,148272,422657,-0.55,Italy
2024-08-17,#aiart,33878,81198,0.66,Mexico
2024-06-07,#sustainability,62268,288272,0.63,Uk
2025-03-30,#blockchain,161353,490666,-0.59,Uk
2024-06-20,#machinelearning,185951,307101,0.48,Mexico
2024-12-16,#aiart,161330,527601,0.91,India
2025-04-26,#machinelearning,60282,354863,0.07,Indonesia
2024-11-21,#machinelearning,58216,125970,0.47,Egypt
2024-12-26,#aiart,108155,468745,0.98,Russia
2025-02-24,#ai,34043,70717,-0.03,Australia
2025-05-21,#sustainability,181461,300287,0.12,Brazil
2024-07-03,#machinelearning,192554,927251,-0.44,Usa
2024-12-09,#ai,170615,332289,0.43,China
2024-10-29,#blockchain,12851,34372,-0.26,Egypt
2024-12-25,#blockchain,190259,376840,-0.33,Russia
2024-10-16,#sustainability,58379,239559,0.97,China
2025-02-08,#deeplearning,70384,122523,0.52,Brazil
2025-02-19,#aiart,54102,302267,0.66,Australia
2024-06-23,#sustainability,16160,91781,-0.68,Russia
2025-05-19,#ai,65467,111202,0.98,Australia
2024-11-17,#machinelearning,118225,657508,-0.17,Germany
2024-11-19,#sustainability,89147,141945,-0.37,Italy
2024-08-27,#deeplearning,82681,304022,-0.33,Uk
2024-06-23,#blockchain,185125,367835,0.39,Mexico
2024-06-29,#blockchain,129432,347948,0.09,Germany
2025-04-10,#sustainability,56463,131543,-0.55,Spain
2024-07-08,#deeplearning,144784,333943,-0.46,Spain
2025-02-25,#ai,115234,524738,-0.1,Italy
2025-05-24,#deeplearning,28228,48383,-0.69,France
2024-09-04,#machinelearning,59741,144910,0.54,Russia
2025-04-16,#ai,199741,988153,0.65,Egypt
2024-12-19,#deeplearning,119578,585370,-0.3,Germany
2025-01-24,#blockchain,52393,105359,0.53,Turkey
2024-09-07,#machinelearning,109511,635548,0.86,Japan
2024-11-08,#machinelearning,122810,684764,-0.69,Egypt
2025-04-24,#machinelearning,124811,381767,0.26,Australia
2025-04-30,#sustainability,145981,684954,-0.17,South Africa
2024-09-15,#aiart,176721,524906,-0.4,South Korea
2024-09-04,#aiart,154398,357529,0.36,India
2024-07-25,#blockchain,1797,3167,0.24,Italy
2025-03-31,#machinelearning,24658,109398,-0.71,France
2024-08-03,#sustainability,44288,187362,-0.39,Uk
2024-12-20,#blockchain,100217,429150,0.14,Egypt
2024-06-14,#aiart,22157,100813,-0.81,China
2025-04-30,#sustainability,160486,556911,0.23,Nigeria
2025-01-08,#machinelearning,135291,745156,-0.68,South Korea
2024-07-14,#deeplearning,119777,535145,-0.69,Germany
2024-08-21,#blockchain,79532,363381,0.63,Japan
2025-03-09,#sustainability,150947,353310,0.26,Italy
2024-12-07,#blockchain,148947,853565,-0.17,Uk
2024-07-23,#blockchain,45402,125497,0.94,Spain
2024-09-29,#ai,81538,362250,-0.26,South Korea
2024-07-13,#machinelearning,157141,707659,0.29,Japan
2025-01-07,#aiart,62511,269083,0.2,Egypt
2024-11-22,#machinelearning,116211,506801,0.45,South Korea
2025-02-10,#deeplearning,152576,606424,-0.03,Nigeria
2024-07-09,#deeplearning,164012,570438,0.35,Usa
2024-09-09,#ai,40135,174913,-0.99,South Africa
2024-10-09,#sustainability,164204,478797,0.36,China
2025-05-15,#deeplearning,53706,230336,0.5,Mexico
2025-01-27,#machinelearning,154763,917371,0.04,Germany
2024-06-27,#ai,127823,440864,0.97,Canada
2025-02-22,#deeplearning,151221,867773,-0.7,Uk
2025-02-17,#machinelearning,116895,474194,-0.05,China
2024-10-11,#blockchain,151282,632852,-0.92,India
2024-11-03,#blockchain,64431,321835,0.94,Nigeria
2024-11-08,#machinelearning,19379,42671,-0.8,Japan
2025-05-06,#blockchain,130429,261715,0.39,China
2025-03-16,#deeplearning,8812,35453,-0.61,Russia
2025-01-08,#ai,96207,178715,0.03,Japan
2025-05-03,#ai,48817,175824,-0.86,Indonesia
2024-06-19,#sustainability,120481,575324,0.27,South Korea
2025-02-25,#sustainability,193133,822892,-0.25,Nigeria
2025-02-08,#blockchain,18126,74507,0.56,India
2025-03-20,#deeplearning,157222,535769,-0.97,India
2024-07-30,#aiart,33006,143156,0.35,Mexico
2024-09-02,#blockchain,142220,328810,-0.45,Uk
2025-03-20,#sustainability,114854,567793,-0.68,Turkey
2024-09-29,#ai,149256,767955,0.53,Spain
2025-04-08,#sustainability,189619,1050591,-0.08,South Korea
2024-08-08,#machinelearning,196829,310247,-0.33,India
2024-08-09,#aiart,191839,859267,0.83,South Africa
2025-02-08,#ai,139159,735573,-0.49,Australia
2025-05-19,#ai,94730,172506,-0.86,Usa
2024-07-28,#sustainability,72059,212839,0.7,Egypt
2024-11-19,#deeplearning,156534,237594,-0.24,France
2024-08-31,#deeplearning,33560,189271,-0.81,Germany
2024-09-24,#ai,51233,287266,-0.03,Russia
2024-07-13,#ai,119385,377802,0.29,South Africa
2025-01-07,#aiart,135696,378129,0.67,Uk
2024-09-10,#blockchain,169345,993965,-0.87,Uk
2025-01-06,#sustainability,191649,733740,0.5,South Korea
2025-02-05,#deeplearning,76980,335018,-0.98,France
2024-11-15,#deeplearning,117867,652369,-0.57,Japan
2024-07-30,#aiart,173787,564825,-0.9,Uk
2024-07-15,#blockchain,146113,752675,0.99,South Africa
2025-04-06,#aiart,196359,1126890,-0.52,Mexico
2025-05-07,#ai,9161,30237,-0.57,Usa
2024-07-14,#ai,71135,203018,-0.92,Nigeria
2024-06-19,#blockchain,46284,167066,-0.66,Mexico
2024-08-09,#sustainability,44881,254883,0.8,India
2025-05-20,#machinelearning,175148,646698,-0.13,Indonesia
2025-02-11,#blockchain,54643,117291,0.83,Canada
2025-05-12,#sustainability,139258,497888,0.65,Germany
2024-08-14,#ai,58882,304264,-0.11,Indonesia
2024-08-21,#ai,12614,53095,-0.37,Japan
2025-04-08,#deeplearning,64999,199897,-0.54,Turkey
2024-11-27,#deeplearning,112663,525633,-0.92,Usa
2024-05-29,#machinelearning,186509,779605,0.7,South Africa
2025-01-06,#ai,191396,950825,-0.11,Usa
2025-04-11,#sustainability,37906,78484,-0.01,Egypt
2024-10-13,#sustainability,74551,229233,0.57,Egypt
2025-03-24,#machinelearning,163780,373720,-0.57,South Korea
2024-12-19,#aiart,196359,771804,0.61,South Korea
2025-02-05,#deeplearning,53008,101050,-0.43,Egypt
2025-05-23,#ai,163433,507174,0.29,France
2024-10-10,#blockchain,43648,255434,-0.1,Germany
2024-07-26,#deeplearning,106059,190403,-0.18,Japan
2024-07-16,#aiart,113407,680381,0.9,Indonesia
2025-05-18,#ai,10012,36494,0.16,Turkey
2024-08-29,#blockchain,19208,44714,-0.84,Australia
2024-07-10,#machinelearning,116066,193151,-0.11,Nigeria
2024-08-21,#ai,192427,457986,-0.75,Indonesia
2024-09-03,#aiart,102410,432008,0.38,China
2024-10-11,#aiart,175756,464256,-0.5,India
2024-06-02,#deeplearning,119497,282159,-0.72,Turkey
2024-08-30,#sustainability,80866,345962,0.24,China
2024-11-09,#deeplearning,19912,47084,-0.21,Germany
2024-08-01,#ai,114567,550362,0.19,Usa
2024-11-13,#blockchain,187838,819715,0.01,South Korea
2025-02-14,#aiart,188908,515527,0.59,Russia
2024-12-13,#blockchain,174961,400055,0.09,Germany
2025-04-11,#deeplearning,148613,689016,-0.6,Canada
2025-01-22,#machinelearning,104104,440995,-0.14,China
2025-05-07,#sustainability,144497,627003,-0.32,Australia
2024-11-15,#ai,160921,457351,0.61,Russia
2025-03-10,#aiart,187431,784757,0.99,Russia
2024-08-26,#ai,111723,352417,-0.05,Italy
2025-02-08,#sustainability,107231,623713,0.34,Italy
2024-10-12,#sustainability,46148,250764,-0.59,Indonesia
2024-11-07,#aiart,163068,574897,0.49,Nigeria
2025-04-13,#ai,15808,40282,-0.8,Usa
2024-06-29,#blockchain,23204,122356,0.76,Mexico
2024-11-02,#blockchain,5153,22136,0.35,India
2025-04-13,#blockchain,88620,503216,0.97,China
2024-11-04,#deeplearning,162177,822926,-0.96,Canada
2024-10-21,#aiart,188289,423631,-0.15,Australia
2025-02-04,#sustainability,183025,1061048,-0.53,Turkey
2024-09-02,#ai,162396,346005,0.78,Australia
2024-10-03,#aiart,125454,439795,-0.95,Germany
2024-09-14,#deeplearning,71995,261885,-0.27,Turkey
2024-12-04,#sustainability,190213,857781,-0.49,Usa
2025-03-22,#sustainability,86310,164186,-0.02,Russia
2025-02-11,#machinelearning,106030,174731,0.68,Brazil
2024-07-21,#deeplearning,83838,131791,0.78,India
2024-12-20,#machinelearning,77065,178960,-0.94,Brazil
2024-06-12,#blockchain,30885,77259,0.43,Indonesia
2024-08-01,#sustainability,136317,532470,0.99,Brazil
2024-08-16,#sustainability,56908,144239,-0.03,Canada
2024-08-20,#deeplearning,163768,486553,-0.92,South Korea
2025-01-02,#blockchain,32414,69379,0.48,Mexico
2025-03-27,#aiart,156535,652015,-0.69,South Korea
2024-05-30,#blockchain,118846,415746,-0.88,Nigeria
2025-05-13,#blockchain,40543,236107,-0.19,Mexico
2025-02-04,#aiart,188854,782819,0.71,Japan
2024-09-28,#aiart,178998,405382,-0.83,Japan
2024-07-22,#blockchain,193591,817323,0.7,Canada
2025-04-09,#machinelearning,169559,883328,1.0,Mexico
2025-05-16,#deeplearning,120465,530512,0.25,Germany
2025-03-09,#blockchain,58569,319954,-0.03,Australia
2024-11-13,#machinelearning,82771,329813,0.28,Russia
2025-05-04,#sustainability,132385,659040,0.85,India
2024-07-06,#blockchain,97855,214378,0.74,Australia
2025-05-27,#blockchain,50401,269532,0.21,Italy
2025-04-03,#blockchain,186381,458794,-0.1,Usa
2025-05-02,#deeplearning,173063,744736,0.65,France
2025-01-14,#aiart,23017,101887,0.02,Italy
2024-10-26,#deeplearning,126682,571211,0.32,South Africa
2025-03-04,#machinelearning,99660,166452,-0.89,Russia
2025-02-24,#blockchain,126973,589694,0.98,Brazil
2025-01-27,#ai,120952,258305,0.68,India
2025-03-13,#aiart,141326,583607,0.57,Egypt
2025-03-19,#deeplearning,153672,383927,0.86,France
2024-11-03,#deeplearning,83696,269496,0.3,Mexico
2024-11-15,#blockchain,44166,170420,-0.07,Germany
2025-05-15,#sustainability,164354,735160,-0.05,Indonesia
2025-03-15,#ai,31620,65578,-0.57,Canada
2024-07-05,#aiart,62456,135358,-0.7,China
2025-05-27,#ai,107112,476691,0.67,South Korea
2024-09-18,#deeplearning,37071,177010,0.44,Germany
2025-02-21,#ai,113934,321692,0.52,Russia
2025-02-27,#blockchain,197248,696656,0.74,Spain
2025-01-14,#sustainability,15839,82253,0.81,Brazil
2025-02-13,#sustainability,141896,442607,0.52,Australia
2024-10-29,#blockchain,15981,44662,-0.05,Usa
2025-02-06,#deeplearning,59168,299570,0.85,Germany
2024-10-15,#sustainability,43551,182398,0.49,Turkey
2025-05-13,#aiart,83169,237222,0.73,Germany
2025-02-14,#deeplearning,80744,341363,0.59,France
2024-06-03,#aiart,160448,811568,-0.63,Egypt
2025-01-16,#blockchain,180693,1077092,0.55,South Korea
2024-07-14,#ai,129322,532696,0.38,Uk
2024-07-23,#ai,141963,332713,0.01,Japan
2025-01-26,#ai,12569,23324,-0.6,Japan
2025-01-04,#ai,155348,471335,-0.62,China
2025-03-11,#sustainability,48967,248960,-0.05,Canada
2025-04-21,#deeplearning,148252,474401,0.97,Uk
2025-04-07,#sustainability,102684,271000,0.46,Italy
2025-03-06,#machinelearning,152807,609554,0.14,Turkey
2024-06-03,#machinelearning,181006,790394,0.07,Nigeria
2025-05-21,#machinelearning,191116,381510,0.63,South Africa
2024-11-26,#machinelearning,14785,82582,0.05,Uk
2024-06-23,#sustainability,15393,60170,-0.2,Nigeria
2024-06-27,#sustainability,104051,175681,0.49,Usa
2024-12-16,#sustainability,138866,209570,-0.34,France
2024-07-22,#aiart,50400,229436,-0.58,Uk
2024-12-22,#sustainability,5374,25736,-0.66,Germany
2024-11-30,#aiart,123151,262015,-0.44,Germany
2025-01-19,#ai,141032,663106,-0.39,Turkey
2025-01-03,#aiart,5002,17669,0.64,Germany
2024-05-28,#sustainability,109712,234107,-0.98,Australia
2025-05-12,#aiart,39139,183620,-0.3,Italy
2024-06-18,#machinelearning,77516,146719,-0.91,South Africa
2025-03-26,#sustainability,190705,1025012,-0.38,Mexico
2024-07-13,#blockchain,126778,581497,0.43,Spain
2024-11-15,#aiart,152252,837867,0.86,Usa
2025-01-12,#aiart,109966,240975,-0.04,South Africa
2024-11-23,#deeplearning,196939,546405,-0.66,South Africa
2024-10-06,#blockchain,161439,454187,-0.38,Russia
2025-01-03,#sustainability,28125,82272,0.88,China
2025-03-11,#aiart,39382,130641,0.05,Turkey
2025-03-22,#sustainability,71196,339018,0.64,South Africa
2025-01-11,#deeplearning,12376,55186,0.45,Turkey
2024-07-30,#blockchain,122382,289344,-0.04,Usa
2024-07-23,#machinelearning,124277,397561,-0.04,Uk
2024-12-29,#machinelearning,165120,928684,-0.69,Australia
2024-12-20,#aiart,132782,244991,-0.2,Usa
2024-10-13,#aiart,36895,150710,0.6,Japan
2025-04-17,#aiart,84354,198803,0.44,Uk
2025-04-04,#blockchain,135712,375290,0.99,Germany
2024-12-30,#deeplearning,155417,695443,-1.0,China
2024-07-28,#deeplearning,72741,144496,0.36,Uk
2024-09-06,#blockchain,131307,559304,0.71,Indonesia
2024-07-11,#sustainability,23962,66930,0.35,Japan
2024-12-13,#ai,115009,314252,0.77,South Korea
2025-03-25,#blockchain,145555,668353,0.64,South Korea
2025-01-03,#blockchain,53255,145976,-0.54,Australia
2025-03-17,#deeplearning,154835,847265,0.76,Nigeria
2025-03-26,#deeplearning,112451,331103,0.93,China
2024-10-30,#sustainability,5157,20046,-0.62,Japan
2025-04-09,#sustainability,146015,788620,-0.39,Canada
2024-07-02,#machinelearning,40819,159369,0.73,South Korea
2025-04-03,#deeplearning,50786,167717,0.34,Turkey
2025-01-12,#aiart,184391,766586,-0.3,South Africa
2024-10-23,#machinelearning,57542,337314,-0.65,Russia
2024-08-26,#ai,53462,134753,0.68,Spain
2024-07-19,#sustainability,35082,103075,-0.93,Japan
2025-03-25,#machinelearning,94801,429501,0.28,France
2024-11-21,#blockchain,121375,414238,0.49,Usa
2025-03-02,#machinelearning,145702,757656,-1.0,Egypt
2025-05-02,#ai,194093,1146412,-0.65,Turkey
2024-07-11,#machinelearning,199615,702006,-0.12,Australia
2024-10-19,#blockchain,68951,189755,0.74,South Africa
2024-11-04,#aiart,54723,279390,0.8,South Africa
2024-07-16,#deeplearning,70769,117689,-0.39,Egypt
2024-09-26,#blockchain,199608,440758,-0.71,South Africa
2025-01-15,#sustainability,117022,420653,-0.87,Japan
2025-05-03,#blockchain,145268,475944,-0.17,Italy
2024-09-29,#aiart,133464,794424,0.46,Nigeria
2025-01-16,#blockchain,44332,180576,0.63,Italy
2024-09-16,#deeplearning,13737,81059,0.46,Canada
2025-04-11,#blockchain,196326,440562,0.09,Egypt
2024-11-04,#blockchain,66245,281165,0.75,Spain
2024-11-18,#deeplearning,104385,470832,-0.33,China
2025-01-02,#aiart,119712,541135,-0.85,Canada
2025-02-08,#machinelearning,73474,127667,-0.52,China
2024-09-13,#sustainability,6759,19075,0.26,France
2025-03-31,#machinelearning,111225,186092,0.02,Indonesia
2024-09-20,#aiart,5358,18683,0.09,Nigeria
2024-08-30,#sustainability,192188,1030283,-0.58,Turkey
2024-10-25,#ai,128146,533932,0.76,Indonesia
2024-06-14,#blockchain,15273,50235,-0.85,France
2025-02-05,#aiart,15527,52758,0.33,Indonesia
2025-03-06,#aiart,50327,129114,-0.5,Uk
2024-11-30,#ai,122112,364324,-0.74,Nigeria
2025-01-22,#ai,154083,623251,0.2,Spain
2024-11-26,#ai,164311,279344,0.76,South Africa
2025-01-18,#deeplearning,122860,211970,-0.91,Canada
2024-07-15,#sustainability,172289,370133,0.62,South Korea
2024-11-04,#ai,94000,534694,0.49,Canada
2025-05-17,#deeplearning,98077,540367,0.71,Indonesia
2024-06-13,#ai,160168,309584,0.75,Uk
2024-09-04,#machinelearning,142691,462488,-0.97,Italy
2024-10-27,#machinelearning,58442,263884,-0.9,Nigeria
2025-04-04,#deeplearning,52515,177915,0.77,Egypt
2025-05-23,#machinelearning,141771,238441,-0.78,France
2024-09-26,#ai,124247,513052,0.57,Indonesia
2024-09-27,#sustainability,147909,352848,0.36,South Africa
2025-02-07,#deeplearning,89272,477637,-0.99,Mexico
2024-12-30,#ai,138891,479313,-0.17,Nigeria
