Post_Date,Hashtag,Likes,Views,Shares
2022-09-21,#fashion,225684,1136605,16605
2022-09-21,#fitness,497385,3602630,30893
2022-09-21,#gaming,215503,683790,17809
2022-09-21,#tech,535268,7064487,58351
2022-09-21,#viral,418184,7339142,123260
2022-09-22,#comedy,301260,1193284,95595
2022-09-22,#dance,306993,2805305,7673
2022-09-22,#education,267737,1392163,59937
2022-09-22,#fitness,536135,2458310,37538
2022-09-22,#tech,203286,4534181,71736
2022-09-23,#fitness,83329,4608617,8332
2022-09-24,#challenge,103448,609969,60694
2022-09-24,#comedy,45509,2121725,307
2022-09-24,#dance,74646,4634207,76271
2022-09-24,#education,418734,3191266,68240
2022-09-24,#fashion,352162,3090316,93570
2022-09-24,#fitness,436395,1942030,67159
2022-09-24,#gaming,40011,2543309,54069
2022-09-24,#tech,564033,6302139,65947
2022-09-25,#comedy,383878,4893326,10656
2022-09-25,#fashion,363800,3587576,86707
2022-09-25,#fitness,222736,968000,58242
2022-09-25,#gaming,743081,7386164,100660
2022-09-25,#viral,377940,612367,84389
2022-09-26,#challenge,94546,4486868,72083
2022-09-26,#dance,341642,3155768,25308
2022-09-26,#fashion,414208,4045897,96075
2022-09-26,#music,214076,3133920,33445
2022-09-26,#viral,155459,2360576,19460
2022-09-27,#challenge,480450,4035023,83498
2022-09-27,#comedy,376256,3960518,1871
2022-09-27,#fitness,367349,1396437,24578
2022-09-27,#gaming,304484,2598420,19829
2022-09-28,#challenge,265311,248786,3531
2022-09-28,#dance,278567,4533957,60593
2022-09-28,#fitness,343733,3893488,96061
2022-09-28,#gaming,469481,4499253,89583
2022-09-28,#tech,131704,384054,17338
2022-09-29,#challenge,111961,1579972,78755
2022-09-29,#comedy,426986,1820646,84306
2022-09-29,#education,457727,1977550,47967
2022-09-29,#fitness,27284,2723438,56796
2022-09-29,#viral,749747,3753974,191325
2022-09-30,#comedy,212366,564496,38889
2022-09-30,#dance,52867,3529950,17076
2022-09-30,#education,3015,1574314,28109
2022-09-30,#fitness,824830,8198225,142870
2022-09-30,#gaming,830622,3751209,98735
2022-09-30,#tech,258583,3387703,51255
2022-09-30,#viral,247788,2769752,126230
2022-10-01,#challenge,130763,3480350,45127
2022-10-01,#comedy,575631,7584839,121224
2022-10-01,#dance,259640,1489412,31561
2022-10-01,#education,109062,4427716,80947
2022-10-01,#fashion,250085,3290858,41283
2022-10-01,#fitness,790312,6914726,222177
2022-10-01,#gaming,793571,8284280,35344
2022-10-02,#challenge,164322,2706964,27291
2022-10-02,#dance,43890,2586294,99333
2022-10-02,#fashion,740022,2409219,138150
2022-10-02,#fitness,283295,3759988,67140
2022-10-02,#music,116194,3317729,2028
2022-10-03,#challenge,134984,1043395,35106
2022-10-03,#comedy,166290,2023845,32114
2022-10-03,#music,200623,2739421,11202
2022-10-03,#viral,115191,1376840,51741
2022-10-04,#dance,351092,4613461,91775
2022-10-04,#education,992862,3592103,107613
2022-10-04,#fashion,431950,5846916,158205
2022-10-04,#gaming,187743,2612014,54867
2022-10-04,#music,39486,3785489,15742
2022-10-04,#viral,276597,1834220,79599
2022-10-05,#challenge,224473,163743,55311
2022-10-05,#dance,171170,1448171,97460
2022-10-05,#education,93560,5689518,66009
2022-10-05,#fashion,332545,3625266,67824
2022-10-05,#fitness,466879,5795999,89125
2022-10-05,#tech,34250,4594690,79276
2022-10-06,#challenge,304819,1333419,133680
2022-10-06,#fitness,154413,5067146,21734
2022-10-06,#tech,48157,4731659,125346
2022-10-07,#dance,92424,2976863,67422
2022-10-07,#education,149912,5010546,105533
2022-10-07,#fitness,499621,3741820,63873
2022-10-07,#tech,28067,4367832,57644
2022-10-07,#viral,545094,7830202,77266
2022-10-08,#comedy,444994,28489,57777
2022-10-08,#dance,358647,7586278,149893
2022-10-08,#fashion,223413,1438248,84930
2022-10-08,#fitness,256792,3376862,32295
2022-10-08,#viral,565783,4284005,62855
2022-10-09,#comedy,255730,2588183,21342
2022-10-09,#dance,427255,3099164,17081
2022-10-09,#education,277428,1998533,1086
2022-10-09,#fashion,50694,4048901,92406
2022-10-09,#gaming,174956,1942883,57853
2022-10-09,#music,475856,6736351,94716
2022-10-09,#tech,269272,1254731,7945
2022-10-10,#education,342720,1213734,58380
2022-10-10,#fitness,232088,2000181,3584
2022-10-10,#gaming,474506,6562056,83913
2022-10-10,#music,135014,1401937,42756
2022-10-10,#viral,22339,865838,162393
2022-10-11,#challenge,49865,2841183,60619
2022-10-11,#fashion,307092,5305742,59997
2022-10-11,#gaming,202276,3777754,35884
2022-10-11,#music,443581,3917058,74974
2022-10-11,#tech,172427,901026,47033
2022-10-12,#comedy,142332,869169,110842
2022-10-12,#fashion,232692,939606,8846
2022-10-12,#gaming,276326,5267738,47854
2022-10-12,#tech,390933,852564,8960
2022-10-13,#challenge,152081,3499233,83684
2022-10-14,#challenge,688613,4658266,95902
2022-10-14,#education,494581,8309445,123492
2022-10-14,#fitness,305597,768809,53014
2022-10-14,#music,599691,7820163,54906
2022-10-14,#tech,921838,6775594,84371
2022-10-14,#viral,443040,2705979,73168
2022-10-15,#comedy,196104,4990567,40750
2022-10-15,#fitness,388272,3247449,6238
2022-10-15,#gaming,452058,2257240,18608
2022-10-15,#tech,182950,4875293,105451
2022-10-16,#challenge,372946,3093066,38682
2022-10-16,#comedy,191445,2052067,84877
2022-10-16,#dance,249418,2795598,81838
2022-10-16,#education,453329,3781816,94706
2022-10-16,#fitness,198754,4995243,50261
2022-10-16,#tech,167667,677450,47881
2022-10-16,#viral,301521,741969,87955
2022-10-17,#fashion,695309,4152902,147298
2022-10-17,#music,186594,4710683,81646
2022-10-17,#viral,196768,2403864,43069
2022-10-18,#challenge,348970,6505235,62024
2022-10-18,#comedy,97672,2676484,26461
2022-10-18,#dance,200131,1939306,76077
2022-10-18,#fitness,374446,111712,85509
2022-10-18,#tech,265199,485489,14446
2022-10-19,#comedy,934722,7598335,88116
2022-10-19,#fitness,377497,3833320,20389
2022-10-19,#gaming,247570,655507,68972
2022-10-19,#music,210681,1186804,58049
2022-10-19,#tech,53845,3088456,23471
2022-10-20,#fashion,1121385,10577465,174929
2022-10-20,#fitness,267353,5309303,82477
2022-10-20,#gaming,326018,1282138,62192
2022-10-20,#tech,462449,4297874,15517
2022-10-20,#viral,430648,783895,37387
2022-10-21,#comedy,464859,1377720,14355
2022-10-21,#fashion,645321,4478278,112551
2022-10-21,#gaming,283478,2156983,46690
2022-10-22,#education,800964,5116162,53022
2022-10-22,#fitness,17786,1546021,66926
2022-10-22,#music,138976,1130376,12325
2022-10-22,#tech,176687,92085,5641
2022-10-22,#viral,562211,3995648,129033
2022-10-23,#challenge,105546,3128393,30995
2022-10-23,#comedy,290226,3197856,21343
2022-10-23,#fashion,236358,4255337,81105
2022-10-23,#fitness,118835,4330038,19134
2022-10-23,#gaming,210288,2825457,13695
2022-10-23,#music,82375,266645,992
2022-10-24,#challenge,560529,6540034,112850
2022-10-24,#dance,37059,3940029,29642
2022-10-24,#music,520826,8329042,66908
2022-10-24,#viral,257928,2107265,88494
2022-10-25,#fashion,313345,5311481,27072
2022-10-25,#music,238913,4096582,3420
2022-10-26,#challenge,308745,3050118,51775
2022-10-26,#dance,297988,1807871,87418
2022-10-26,#fashion,110140,3015306,14231
2022-10-26,#gaming,426448,704858,3515
2022-10-26,#music,401463,3104601,50057
2022-10-26,#tech,532245,8097805,240900
2022-10-27,#challenge,88083,2551155,9939
2022-10-27,#education,150081,4139460,25585
2022-10-27,#fitness,495937,1519290,13211
2022-10-27,#music,748059,3184380,102009
2022-10-27,#tech,254344,4511744,59222
2022-10-28,#comedy,424316,4754509,30621
2022-10-28,#education,456511,2152110,79661
2022-10-28,#music,646424,4847552,96800
2022-10-28,#tech,446033,6739671,84813
2022-10-28,#viral,287776,2986450,17350
2022-10-29,#dance,267123,4032655,41713
2022-10-29,#education,303740,506215,98918
2022-10-29,#fashion,143212,3344955,81068
2022-10-29,#music,216159,2558100,82836
2022-10-29,#tech,494375,1350154,56331
2022-10-29,#viral,1144824,7238727,146419
2022-10-30,#comedy,379826,2440651,54619
2022-10-30,#dance,412860,4267814,9478
2022-10-30,#education,396292,4378018,22112
2022-10-30,#fashion,220029,1936713,88576
2022-10-30,#fitness,4775,2533247,13471
2022-10-30,#gaming,129614,1020876,63924
2022-10-30,#viral,201905,4066789,49387
2022-10-31,#fashion,426061,1118979,23299
2022-10-31,#fitness,225181,3255420,95950
2022-10-31,#gaming,417475,3335657,40236
2022-10-31,#music,17417,4949423,78926
2022-11-01,#fashion,491739,4687335,92131
2022-11-01,#fitness,60303,314695,73622
2022-11-01,#gaming,880565,6764383,109105
2022-11-01,#music,348513,1949651,25769
2022-11-02,#challenge,139491,3069640,60853
2022-11-02,#dance,282741,483039,24926
2022-11-02,#education,17011,1680761,75940
2022-11-02,#tech,648711,8496054,126157
2022-11-03,#challenge,307582,4196347,92983
2022-11-03,#education,14117,855465,73654
2022-11-03,#fashion,253770,4725679,104378
2022-11-03,#music,549927,871370,45757
2022-11-04,#comedy,1186745,12120854,206195
2022-11-04,#education,421623,6999088,116772
2022-11-04,#music,317084,6354671,169794
2022-11-04,#viral,226507,71482,35353
2022-11-05,#challenge,416340,2088610,73103
2022-11-05,#comedy,386123,3432762,50354
2022-11-05,#education,380409,4228374,92056
2022-11-05,#fashion,216411,5206401,72704
2022-11-05,#fitness,136472,1966067,63614
2022-11-05,#gaming,19200,3978999,44821
2022-11-06,#challenge,23114,2497149,23917
2022-11-06,#comedy,472399,1357850,90644
2022-11-06,#gaming,363140,5159918,151244
2022-11-06,#tech,1125692,9463718,230240
2022-11-07,#challenge,644553,4280095,163267
2022-11-07,#comedy,477781,2055988,59040
2022-11-07,#dance,235103,675381,16489
2022-11-07,#education,415112,3752649,30531
2022-11-07,#gaming,5852,2056554,96016
2022-11-08,#comedy,415919,6171130,113844
2022-11-08,#dance,4331,350307,1623
2022-11-08,#fitness,312907,1633015,45774
2022-11-08,#music,466996,2648881,13573
2022-11-09,#challenge,452894,4216678,83096
2022-11-09,#fitness,10082,1784267,55617
2022-11-09,#gaming,673113,3302398,124311
2022-11-09,#tech,805648,3312233,149746
2022-11-10,#challenge,512201,5926418,85527
2022-11-10,#comedy,463589,4856239,77615
2022-11-10,#dance,69782,515113,39001
2022-11-10,#education,487272,3989505,94349
2022-11-10,#gaming,329836,4497476,14346
2022-11-10,#music,307906,7805102,161743
2022-11-10,#viral,816838,4395501,132021
2022-11-11,#challenge,121461,429918,7858
2022-11-11,#comedy,449148,1029488,87211
2022-11-11,#gaming,171261,4635805,93859
2022-11-11,#viral,97276,4977815,136478
2022-11-12,#dance,489633,1166376,74135
2022-11-12,#fashion,59292,3383652,59643
2022-11-12,#fitness,138181,3353507,13507
2022-11-12,#gaming,300600,1775441,92494
2022-11-12,#music,582057,3794938,217896
2022-11-12,#tech,619764,4025570,51622
2022-11-13,#education,313956,2978106,133881
2022-11-13,#fitness,413279,5526769,55323
2022-11-13,#gaming,290078,233459,20796
2022-11-13,#music,415577,401582,39290
2022-11-14,#challenge,320034,3788789,10095
2022-11-14,#dance,309987,251154,21850
2022-11-14,#fitness,222683,2693423,32845
2022-11-14,#music,148559,204127,99873
2022-11-15,#challenge,237537,3995291,75689
2022-11-15,#comedy,476795,4117289,23810
2022-11-15,#fitness,469544,6098743,155248
2022-11-15,#tech,304588,1650036,15654
2022-11-15,#viral,418305,2517364,51641
2022-11-16,#education,283448,4089234,183783
2022-11-16,#fashion,416310,3039823,28532
2022-11-17,#dance,490266,3106861,124326
2022-11-17,#gaming,338107,435189,45878
2022-11-17,#music,676902,6619185,59874
2022-11-17,#viral,244672,2573525,62989
2022-11-18,#challenge,172497,4589006,50326
2022-11-18,#dance,204532,1685730,89445
2022-11-18,#education,398086,4244112,94347
2022-11-18,#fashion,84866,2862914,5568
2022-11-18,#music,135335,2564894,28533
2022-11-18,#tech,942406,2933458,129662
2022-11-18,#viral,317436,2138052,3432
2022-11-19,#challenge,63459,4540861,21936
2022-11-19,#dance,211378,2787078,66396
2022-11-19,#fitness,199406,3336371,96109
2022-11-19,#gaming,316201,4589879,78508
2022-11-19,#music,11709,2477176,98546
2022-11-19,#tech,234238,8135572,131005
2022-11-19,#viral,273914,7830829,125911
2022-11-20,#dance,458100,719722,94550
2022-11-20,#education,200694,220575,61870
2022-11-20,#tech,297792,2810102,47612
2022-11-20,#viral,358950,267239,54558
2022-11-21,#comedy,932591,7869984,222271
2022-11-21,#dance,211899,1418279,96255
2022-11-21,#fashion,115302,3464211,63150
2022-11-21,#tech,468859,3503515,41272
2022-11-22,#education,342273,4676406,127672
2022-11-22,#fashion,374405,2404490,67653
2022-11-22,#fitness,220230,2632783,80297
2022-11-22,#gaming,126438,4925713,93149
2022-11-22,#music,358664,2711276,90509
2022-11-22,#viral,81186,3115115,14964
2022-11-23,#challenge,187131,4495352,88625
2022-11-23,#comedy,434290,4391427,74269
2022-11-23,#fashion,487912,556209,29642
2022-11-24,#comedy,277923,1386173,120514
2022-11-24,#dance,39137,103897,23566
2022-11-24,#education,333017,1772657,23933
2022-11-24,#fitness,421798,2609916,69244
2022-11-24,#gaming,253167,2263835,92950
2022-11-24,#tech,105892,4154463,47232
2022-11-25,#challenge,210072,2683552,24960
2022-11-25,#comedy,219247,3186028,83057
2022-11-25,#dance,406641,3123040,41712
2022-11-25,#education,179238,4266731,79039
2022-11-25,#fashion,548058,9413521,218103
2022-11-25,#fitness,297653,3024496,31120
2022-11-25,#tech,541563,8783951,119218
2022-11-25,#viral,253096,4465663,56168
2022-11-26,#challenge,547432,5086523,144671
2022-11-26,#comedy,322337,704114,98094
2022-11-26,#education,441585,1523550,49383
2022-11-26,#fashion,428670,8577201,46766
2022-11-26,#music,171945,40261,70151
2022-11-26,#tech,232397,239750,49163
2022-11-26,#viral,263304,3841573,80658
2022-11-27,#challenge,413727,3828368,131611
2022-11-27,#dance,243198,1529954,84121
2022-11-27,#gaming,307893,5428453,209806
2022-11-27,#music,949175,6915911,122726
2022-11-27,#tech,87828,2932639,55827
2022-11-27,#viral,865821,4780495,51575
2022-11-28,#dance,62251,3634921,65353
2022-11-28,#gaming,308802,1606741,18650
2022-11-28,#music,228388,1405829,4628
2022-11-28,#tech,86843,4849297,16843
2022-11-28,#viral,328091,229483,45989
2022-11-29,#challenge,73555,4839723,40353
2022-11-29,#comedy,500525,7595526,166694
2022-11-29,#dance,480760,2213124,63167
2022-11-29,#fashion,230467,1758597,79259
2022-11-29,#fitness,551522,6097805,45933
2022-11-29,#gaming,202449,1619478,22506
2022-11-29,#music,879319,4142341,79673
2022-11-30,#challenge,128922,94169,215
2022-11-30,#comedy,282910,14573872,145709
2022-11-30,#fashion,74808,3551156,24814
2022-11-30,#music,383657,2725961,83466
2022-11-30,#tech,69758,2221223,80790
2022-11-30,#viral,308312,1332493,80258
2022-12-01,#challenge,319690,4869978,93177
2022-12-01,#comedy,374834,4211734,38001
2022-12-01,#fashion,430656,3780849,87338
2022-12-01,#fitness,217176,2530016,9746
2022-12-01,#gaming,140342,3445802,85613
2022-12-01,#music,664522,9967310,139363
2022-12-02,#comedy,146546,620949,84429
2022-12-02,#fashion,22674,2241319,17632
2022-12-02,#fitness,446765,3654157,960
2022-12-02,#gaming,471547,1246500,15048
2022-12-02,#tech,301463,3524926,22012
2022-12-02,#viral,417783,2561592,857
2022-12-03,#challenge,1798,3286984,28963
2022-12-03,#comedy,230768,416498,35649
2022-12-03,#dance,139162,4408711,18328
2022-12-03,#education,246709,4748216,68731
2022-12-03,#fashion,105027,3512927,72035
2022-12-03,#fitness,213042,3684089,71881
2022-12-03,#music,82688,4632593,35928
2022-12-03,#viral,114456,1532152,95705
2022-12-04,#challenge,409378,3223017,89525
2022-12-04,#comedy,335370,4542486,7455
2022-12-04,#dance,27448,3497312,94037
2022-12-04,#music,452982,3295406,11731
2022-12-04,#viral,580217,4919855,62153
2022-12-05,#challenge,106797,495987,25673
2022-12-05,#comedy,334654,2543088,46205
2022-12-05,#dance,410851,3833488,36575
2022-12-05,#education,956261,9647291,173863
2022-12-05,#gaming,74717,3781363,184
2022-12-05,#tech,226028,4256215,42182
2022-12-06,#fitness,463841,2757579,73343
2022-12-06,#gaming,324790,4115760,37978
2022-12-06,#music,417108,2320627,2814
2022-12-06,#viral,263310,965073,39207
2022-12-07,#challenge,498119,4896941,72555
2022-12-07,#education,689509,8354848,26773
2022-12-07,#fashion,236814,8754447,169626
2022-12-07,#music,475173,591859,79780
2022-12-08,#comedy,749962,8139601,99435
2022-12-08,#dance,421895,734933,50675
2022-12-08,#gaming,456762,1534691,156753
2022-12-09,#gaming,412705,619225,58028
2022-12-10,#dance,493571,486370,78894
2022-12-10,#education,930753,8309629,186118
2022-12-10,#gaming,475876,4294256,28764
2022-12-10,#tech,260121,4274005,42176
2022-12-11,#challenge,115101,4162668,89524
2022-12-11,#comedy,403218,3546380,81324
2022-12-11,#fashion,452706,5900768,120621
2022-12-11,#gaming,144971,1186234,1008
2022-12-11,#viral,447185,4032339,95082
2022-12-12,#challenge,4313,4720948,9479
2022-12-12,#comedy,318387,410897,21785
2022-12-12,#fitness,366423,6520840,74461
2022-12-12,#music,567645,4934313,108506
2022-12-12,#viral,295418,4066022,61929
2022-12-13,#dance,455615,4021492,5258
2022-12-13,#education,313528,3979197,22858
2022-12-13,#fashion,12794,3525460,64359
2022-12-13,#fitness,330087,263389,71596
2022-12-13,#tech,426226,3206060,17467
2022-12-13,#viral,715517,2505411,97831
2022-12-14,#challenge,934746,5637502,209362
2022-12-14,#comedy,417054,4425278,96321
2022-12-14,#education,468506,2561337,33962
2022-12-14,#fitness,428601,2458064,16411
2022-12-14,#music,67072,28280,13299
2022-12-14,#tech,423159,3546258,10438
2022-12-15,#comedy,149856,2347135,83261
2022-12-15,#dance,536004,6094458,113931
2022-12-15,#education,303202,3455735,140285
2022-12-15,#fitness,293706,6352184,138578
2022-12-15,#gaming,795439,5393971,65069
2022-12-15,#music,195235,2658932,20907
2022-12-15,#tech,784008,6407031,99653
2022-12-15,#viral,61464,4561911,87896
2022-12-16,#challenge,197709,4574924,97880
2022-12-16,#comedy,507781,986109,120637
2022-12-16,#dance,401420,2688261,13288
2022-12-16,#fashion,184751,526876,83234
2022-12-16,#viral,76341,3781524,10644
2022-12-17,#challenge,372983,5010104,76207
2022-12-17,#dance,482528,399317,46641
2022-12-17,#education,530849,5602607,58208
2022-12-17,#fashion,274462,1171081,40123
2022-12-17,#gaming,774398,3982713,101031
2022-12-17,#viral,31613,897780,86715
2022-12-18,#challenge,17533,3232709,73322
2022-12-18,#comedy,485916,13578,39122
2022-12-18,#dance,664969,4448327,167032
2022-12-18,#education,379897,4514734,38918
2022-12-18,#tech,905725,12897224,185726
2022-12-18,#viral,571950,4031641,107226
2022-12-19,#comedy,86839,948661,107215
2022-12-19,#fashion,109351,2076350,36430
2022-12-19,#gaming,243607,688077,79071
2022-12-19,#music,895300,6032907,49726
2022-12-19,#tech,388662,4799948,74500
2022-12-19,#viral,453782,2225947,45771
2022-12-20,#comedy,5847,4970374,40798
2022-12-20,#fitness,109399,2073379,75728
2022-12-21,#challenge,221164,4446755,44206
2022-12-21,#comedy,348866,3878035,80120
2022-12-21,#education,259118,396861,35274
2022-12-21,#fashion,192694,5515538,117093
2022-12-21,#fitness,272598,1826580,66186
2022-12-21,#music,362090,2696673,41445
2022-12-21,#viral,535570,8286661,52300
2022-12-22,#education,149289,4952299,67652
2022-12-22,#gaming,260243,2845507,150812
2022-12-22,#music,1425492,8051560,180320
2022-12-22,#viral,326063,3501632,24819
2022-12-23,#challenge,666925,7158339,51424
2022-12-23,#dance,256086,4768756,82449
2022-12-23,#education,234402,3681125,12937
2022-12-23,#fashion,377017,56401,1123
2022-12-23,#fitness,150418,1089083,45387
2022-12-23,#gaming,323022,5202226,79491
2022-12-23,#tech,396009,2721832,59393
2022-12-23,#viral,324551,2107990,94759
2022-12-24,#challenge,301119,255535,9161
2022-12-25,#comedy,471073,74888,9766
2022-12-25,#gaming,668785,1940252,97991
2022-12-25,#music,451216,12995848,144812
2022-12-25,#viral,406251,1331460,21371
2022-12-26,#challenge,536997,5442920,180166
2022-12-26,#gaming,336390,4618258,38124
2022-12-26,#music,227858,3739590,13222
2022-12-27,#challenge,255161,4216547,50488
2022-12-27,#comedy,346046,4515293,73947
2022-12-27,#dance,537849,6661641,108162
2022-12-27,#education,448944,378823,80149
2022-12-27,#fashion,208934,3681653,36260
2022-12-27,#viral,423500,39781,50945
2022-12-28,#challenge,176552,386796,26504
2022-12-28,#dance,722684,3767586,47202
2022-12-28,#education,149710,1057190,26362
2022-12-28,#gaming,395642,4806321,121509
2022-12-28,#music,466145,2365962,84706
2022-12-28,#viral,19767,2806355,37594
2022-12-29,#comedy,924849,7720128,40054
2022-12-29,#education,234569,3233439,33026
2022-12-29,#fashion,546169,6010297,164426
2022-12-29,#fitness,234614,4857009,71215
2022-12-29,#gaming,388112,5046781,57481
2022-12-30,#challenge,48461,1235119,133542
2022-12-30,#dance,377778,6486514,161034
2022-12-30,#fashion,403609,1602283,7724
2022-12-30,#fitness,274745,1803252,62197
2022-12-30,#music,267108,2439753,85546
2022-12-30,#tech,779144,4323399,179792
2022-12-30,#viral,446200,7879469,163159
2022-12-31,#dance,33957,6492428,106035
2022-12-31,#fitness,16738,2036540,9695
2022-12-31,#music,249468,3951368,17548
2023-01-01,#challenge,281099,831664,74034
2023-01-01,#comedy,57367,2851192,19782
2023-01-01,#education,660175,986653,155125
2023-01-01,#gaming,92325,6328856,140221
2023-01-01,#viral,224356,4859826,61653
2023-01-02,#fitness,348706,5773698,85782
2023-01-02,#tech,1000141,8224485,159872
2023-01-03,#challenge,709825,5522354,53672
2023-01-03,#dance,253924,916759,68925
2023-01-03,#fashion,326282,1816906,46429
2023-01-03,#gaming,407721,7266908,53719
2023-01-03,#tech,204080,4954342,132634
2023-01-03,#viral,226355,741152,58251
2023-01-04,#dance,642944,9220137,132468
2023-01-04,#education,380580,1198497,69495
2023-01-04,#fashion,55001,3185499,79409
2023-01-04,#fitness,361625,5638944,102037
2023-01-04,#tech,392371,70424,44740
2023-01-05,#comedy,164949,4582322,4598
2023-01-05,#education,223769,2982515,87424
2023-01-05,#fashion,138731,3668813,103090
2023-01-05,#fitness,23756,1294997,95096
2023-01-05,#gaming,199931,1437913,59221
2023-01-06,#challenge,354616,797275,31544
2023-01-06,#comedy,186343,6390471,192861
2023-01-06,#fashion,878759,12468254,106977
2023-01-07,#comedy,489451,2176834,95563
2023-01-07,#dance,157829,2756350,59099
2023-01-07,#education,286861,4273796,92853
2023-01-07,#fashion,485521,3606764,27501
2023-01-07,#fitness,224904,564507,9554
2023-01-07,#tech,240172,3741285,97499
2023-01-08,#comedy,161483,1586264,51284
2023-01-08,#dance,184354,3274297,81187
2023-01-08,#fashion,280029,3571417,10369
2023-01-08,#fitness,466975,4029198,67045
2023-01-09,#challenge,273374,345799,75861
2023-01-09,#dance,154970,924656,2083
2023-01-09,#fashion,169667,2674946,87354
2023-01-09,#music,141088,4174438,4035
2023-01-09,#tech,61393,4821524,87511
2023-01-10,#comedy,195990,839182,75841
2023-01-10,#fashion,542401,2799080,126128
2023-01-10,#music,447014,3865376,7792
2023-01-10,#tech,51239,3815471,41476
2023-01-11,#challenge,633176,5825300,136771
2023-01-11,#comedy,40878,23823,92816
2023-01-11,#music,118065,3971254,64239
2023-01-12,#challenge,206957,4582676,30289
2023-01-12,#fitness,652092,12235035,167438
2023-01-12,#gaming,260126,496567,47936
2023-01-12,#music,411915,436676,89675
2023-01-12,#tech,417221,3620053,33890
2023-01-13,#challenge,374672,453984,81490
2023-01-13,#dance,580212,8262334,105016
2023-01-13,#education,483645,464125,8641
2023-01-13,#fitness,99945,1405472,45962
2023-01-13,#tech,259465,2638135,26123
2023-01-13,#viral,126785,705135,67006
2023-01-14,#dance,677414,3661343,103191
2023-01-14,#education,188326,1924813,41895
2023-01-14,#fashion,375236,1984393,99926
2023-01-14,#music,159509,2258494,25505
2023-01-14,#viral,473224,332886,57891
2023-01-15,#challenge,76079,3247592,75922
2023-01-15,#education,733471,4863441,78799
2023-01-15,#fashion,135067,2126836,2582
2023-01-15,#fitness,571490,2647349,80055
2023-01-15,#tech,316369,3837949,65626
2023-01-15,#viral,399825,4711034,37269
2023-01-16,#comedy,488560,1612356,75088
2023-01-16,#dance,12478,2279763,72990
2023-01-16,#fashion,44066,1044593,31707
2023-01-16,#music,480539,1514380,78070
2023-01-16,#viral,188063,1201990,58662
2023-01-17,#comedy,226191,1547318,9881
2023-01-17,#education,328451,2425554,85600
2023-01-18,#challenge,163796,6896617,76844
2023-01-18,#dance,262085,2524440,98352
2023-01-18,#education,210894,3384848,82911
2023-01-18,#fashion,1009969,7196995,200289
2023-01-18,#fitness,118495,2580238,10621
2023-01-18,#gaming,613718,3248223,136320
2023-01-18,#tech,34026,3837701,11671
2023-01-19,#challenge,210428,1984433,28342
2023-01-19,#fitness,50849,3616113,51541
2023-01-19,#gaming,67805,120859,15753
2023-01-20,#comedy,105888,1165962,48384
2023-01-20,#dance,167610,1869423,54151
2023-01-20,#tech,474214,7047149,103707
2023-01-21,#challenge,142520,4889936,56142
2023-01-21,#dance,500444,3240025,106367
2023-01-21,#fashion,151107,1592224,21352
2023-01-21,#music,131718,2970930,60239
2023-01-22,#challenge,165527,3767399,2940
2023-01-22,#comedy,448529,2030811,13583
2023-01-22,#dance,74584,1160169,94280
2023-01-22,#fashion,52827,313920,794
2023-01-22,#music,140250,9369079,92729
2023-01-22,#tech,58506,826021,48743
2023-01-22,#viral,848590,8728880,113757
2023-01-23,#education,448340,528698,21317
2023-01-23,#fitness,335585,963602,45110
2023-01-24,#dance,339941,914452,5979
2023-01-24,#education,356292,4459268,52389
2023-01-24,#gaming,424026,3707314,93907
2023-01-24,#tech,169488,3269635,24750
2023-01-25,#challenge,324782,1942922,96016
2023-01-25,#comedy,657969,9397897,68525
2023-01-25,#dance,352053,4563829,35563
2023-01-25,#education,723336,7154567,60584
2023-01-25,#fashion,537474,6844322,172762
2023-01-25,#fitness,225198,998555,8583
2023-01-26,#comedy,638401,3771195,89032
2023-01-26,#dance,158855,691916,55805
2023-01-26,#gaming,107650,102418,94514
2023-01-26,#music,343126,1034716,26273
2023-01-27,#challenge,1284322,13989762,134264
2023-01-27,#education,237235,1174310,78681
2023-01-27,#fashion,412823,97690,75641
2023-01-27,#fitness,325908,3874541,68520
2023-01-27,#gaming,330602,2035800,78450
2023-01-28,#tech,162903,1746095,81213
2023-01-29,#challenge,183943,2641566,83032
2023-01-29,#comedy,130260,2347498,17988
2023-01-29,#dance,287587,1809305,43594
2023-01-29,#fitness,491389,1792756,73253
2023-01-29,#gaming,17805,2829163,57264
2023-01-29,#tech,435775,4498429,48777
2023-01-29,#viral,159813,1767518,39987
2023-01-30,#challenge,277498,261001,57943
2023-01-30,#comedy,98838,4103661,37086
2023-01-30,#dance,459724,3724442,55807
2023-01-30,#education,517264,6709776,59131
2023-01-30,#fitness,363522,3952324,161126
2023-01-30,#tech,221994,4053392,56470
2023-01-30,#viral,243650,1117579,99520
2023-01-31,#education,201094,4016595,92285
2023-01-31,#gaming,100605,3808549,35524
2023-02-01,#comedy,556523,11208424,224362
2023-02-01,#dance,207082,1035827,54620
2023-02-01,#education,35563,770800,35816
2023-02-01,#fashion,352329,1228204,42660
2023-02-01,#gaming,108243,2460263,73742
2023-02-01,#viral,10022,2277888,63720
2023-02-02,#challenge,319819,844108,36180
2023-02-02,#fashion,80497,4027409,44156
2023-02-02,#fitness,599704,5220771,162740
2023-02-02,#gaming,112430,1215490,80565
2023-02-02,#music,220560,7196347,117204
2023-02-02,#tech,411569,1814986,12811
2023-02-02,#viral,101739,3231089,6371
